TAG,Nº de Série,Patrimônio,Equipamento,Modelo,Fabricante,Criticidade,Prioridade,Grupo Empresa,Razão Social,Setor,Endereço,UF,Bairro,Cidade,CEP,Centro de Custo,Data de Aquisição,Valor de Aquisição,Nota Fiscal,Valor de Substituição,Data de Fabricação,Data de Instalação,Data de Inativação,Data de Garantia,Data de Garantia Estendida,Componente de,Reg. ANVISA,Validade do Registro ANVISA,Situação,Status,Fornecedor,Observação,Garantia Externa,id,previousLocation,specificLocation,returnDate,returnedAllAccessories,transferStatus,transferTo,transferToBed,transferBy,transferRejected,patientMV,patientName,inUseSince,defectDescription,unitNotified,notificationNumber,patientDamage,serviceRequestNumber,preventiveScheduled,preventiveScheduledAt,preventiveSegregatedAt,receivedBySector,lastCleaned,location,status,tag,model,type
EETV0349,VFVS01564,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",282224,"0,00",,07/08/2024,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,,,2a50d43d-31fe-4522-856e-a311ded1a30d,Centro Cirúrgico,,2026-04-10 01:13:51.127+00,true,,,,,false,,,,,,,,,,,,true,2026-04-10 01:13:59.05+00,CEIC,available,EETV0349,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0349,VFVS01564,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",282224,"0,00",,07/08/2024,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,,,e1ff8c80-8075-4da6-87e5-a6addb454e54,,,,,,,,,,,,,,,,,,,,,,2026-04-10 01:14:00.646+00,CEIC,available,EETV0349,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0350,VFVS01570,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",282224,"0,00",,07/08/2024,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,,,fd72a8be-cbce-4d77-9648-654fa5faaab8,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0350,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0350,VFVS01570,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",282224,"0,00",,07/08/2024,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,,,5e5c3fa1-6325-4ae3-94d0-412d11ea13b6,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0350,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0351,VFVS01571,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",282224,"0,00",,07/08/2024,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,,,4676ff08-4e1d-4ccf-b022-1623a14a3a9f,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0351,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0351,VFVS01571,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",282224,"0,00",,07/08/2024,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,,,cfbf0718-16e5-4c40-81c2-7d9f97894de6,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0351,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0352,VFVS01586,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",282224,"0,00",,07/08/2024,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,,,0c4c2ab9-f4ef-48b8-852b-1cd1c693abca,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0352,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0352,VFVS01586,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",282224,"0,00",,07/08/2024,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,,,b7609299-4589-42b1-8531-922f9d6c1e59,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0352,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0353,VFVS01591,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",282224,"0,00",,07/08/2024,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,,,78505354-1262-4617-93a4-c6293e0ac647,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0353,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0353,VFVS01591,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",282224,"0,00",,07/08/2024,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,,,1a8fb77f-c788-4a2f-9163-e373324fb9ec,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0353,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0354,VFVS01597,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",282224,"0,00",,07/08/2024,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,,,fcbcf4f3-9159-455c-a937-64401ca89520,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0354,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0354,VFVS01597,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",282224,"0,00",,07/08/2024,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,,,46d6a1b4-9875-410c-aa00-e1eb8879a5be,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0354,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0358,GAAC11936,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",284967,"0,00",,13/09/2024,,,,,80624960003,,COMODATO - SOLVENTUM - 3M KCI,ATIVO,KCI DO BRASIL,,,e2045346-dda5-4c0c-99f4-8c23142286f1,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0358,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0358,GAAC11936,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",284967,"0,00",,13/09/2024,,,,,80624960003,,COMODATO - SOLVENTUM - 3M KCI,ATIVO,KCI DO BRASIL,,,9ece6bfb-1705-4363-80fe-1c60a373098d,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0358,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0359,VFVS01585,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",286024,"0,00",,07/10/2024,,,,,80624960003,,COMODATO - SOLVENTUM - 3M KCI,ATIVO,KCI DO BRASIL,,,f75c9042-55ff-403e-8d1c-d4e7874f616a,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0359,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0359,VFVS01585,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",286024,"0,00",,07/10/2024,,,,,80624960003,,COMODATO - SOLVENTUM - 3M KCI,ATIVO,KCI DO BRASIL,,,15f08b78-9a5d-4f74-9def-4dd27955308a,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0359,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0360,GAAC17180,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",288648,"0,00",,22/10/2024,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,,,f1105dc9-df5d-46ef-9422-eeb725999517,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0360,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0360,GAAC17180,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",288648,"0,00",,22/10/2024,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,,,c568b1ca-9a61-4ca3-845f-e7069b84a055,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0360,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0365,GAAC19324,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",302566,"0,00",,29/04/2025,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,28/04/2025 - EQUIPAMENTO EM COMODATO ENTREGUE EM SUBSTITUIÇÃO A EETV0345.,,5fcd4f03-e84c-49d4-8e7c-79b241c6a30b,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0365,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0365,GAAC19324,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",302566,"0,00",,29/04/2025,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,28/04/2025 - EQUIPAMENTO EM COMODATO ENTREGUE EM SUBSTITUIÇÃO A EETV0345.,,aead06d6-3343-4bfc-be80-864c8af68030,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0365,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0366,GAAK06495,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",303997,"0,00",,20/05/2025,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,20/05/2025 - EQUIPAMENTO EM COMODATO EM SUBSTITUIÇÃO DO EETV0330 SN:GAAC21119.,,07336de8-0ce4-4597-b44c-cec7b4c4a1ed,03DN,,2026-04-10 01:00:08.316+00,true,,,,,false,,,,,,,,,,,,true,2026-04-10 01:00:13.836+00,CEIC,available,EETV0366,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0366,GAAK06495,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",303997,"0,00",,20/05/2025,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,20/05/2025 - EQUIPAMENTO EM COMODATO EM SUBSTITUIÇÃO DO EETV0330 SN:GAAC21119.,,82351768-c6dd-429e-ae1c-749814f1fbec,03DN,,2026-03-26 19:35:03.149+00,true,,,,,false,teste,teste,2026-03-30 11:10:39.071+00,,,,,,,,,true,2026-04-10 01:00:15.097+00,CEIC,available,EETV0366,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0368,GAAC17473,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",311246,"0,00",,26/08/2025,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,"26/08/2025 - EQUIPAMENTO EM COMODATO EM SUBSTITUIÇÃO DA EETV0329 SN: GAAC19358, REPROVADO EM PREVENTIVA.",,05e613f4-1b1e-44be-a771-f2e211fa8311,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0368,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EETV0368,GAAC17473,,EQUIPAMENTO DE TERAPIA À VÁCUO,ULTA,KCI,NÃO CRÍTICO,,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"20.000,00",311246,"0,00",,26/08/2025,,,,,80624960003,,COMODATO - KCI,ATIVO,KCI DO BRASIL,"26/08/2025 - EQUIPAMENTO EM COMODATO EM SUBSTITUIÇÃO DA EETV0329 SN: GAAC19358, REPROVADO EM PREVENTIVA.",,1d2e5b79-8f3a-42cb-b3bb-b65a890121b5,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EETV0368,ULTA,EQUIPAMENTO DE TERAPIA À VÁCUO
EFLU0063,7946445,,FONTE DE LUZ,CLH-250,OLYMPUS,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"483,00",,"483,00",,06/06/2014,,,,,80124630014,,PRÓPRIO,ATIVO,,,,961f6343-6154-40f6-95ce-686af6a527f9,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EFLU0063,CLH-250,FONTE DE LUZ
EFLU0063,7946445,,FONTE DE LUZ,CLH-250,OLYMPUS,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"483,00",,"483,00",,06/06/2014,,,,,80124630014,,PRÓPRIO,ATIVO,,,,74501e47-ba45-4c66-958d-57d61dd075b8,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EFLU0063,CLH-250,FONTE DE LUZ
EGFL0002,148,,GERADOR DE FLUXO,NEWFLUX,MEDCIR,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"1.350,00",,"1.350,00",,29/07/2014,,,,,10232100033,,PRÓPRIO,ATIVO,,CIEQ,,bfc7d39b-b071-49a0-a00b-00d01bcaa392,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EGFL0002,NEWFLUX,GERADOR DE FLUXO
EGFL0003,154,,GERADOR DE FLUXO,NEWFLUX,MEDCIR,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"1.350,00",,"1.350,00",,29/07/2014,,,,,10232100033,,PRÓPRIO,ATIVO,,,,30510881-a416-49e5-a0ce-981a610ac8aa,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EGFL0003,NEWFLUX,GERADOR DE FLUXO
EGFL0004,147,,GERADOR DE FLUXO,NEWFLUX,MEDCIR,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"1.350,00",,"1.350,00",,29/07/2014,,,,,10232100033,,PRÓPRIO,ATIVO,,,,92e3f4d9-cf24-441e-88be-d4d38c059e04,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EGFL0004,NEWFLUX,GERADOR DE FLUXO
EGFL0005,151,,GERADOR DE FLUXO,NEWFLUX,MEDCIR,NÃO CRÍTICO,BAIXA,HOSPITAL DAS CLÍNICAS,INSTITUTO CENTRAL - ICHC,IC - CENTRAL DE EQUIPAMENTOS DO INSTITUTO CENTRAL - 6º EE," AVENIDA DOUTOR ENÉAS DE CARVALHO AGUIAR 255, CERQUEIRA CÉSAR, SÃO PAULO-SP",SP,CERQUEIRA CÉSAR,SÃO PAULO,05403-010,"2929 - CENTRAL EQUIPAMENTO MÉDICO - CIEQ 09 PAMB ",,"1.350,00",,"1.350,00",,29/07/2014,,,,,10232100033,,PRÓPRIO,ATIVO,,,,5adf924b-b5e0-420a-b457-741403798924,,,,,,,,,,,,,,,,,,,,,,,CEIC,available,EGFL0005,NEWFLUX,GERADOR DE FLUXO
